Taxon	Scaffold	Gene1	Gene2	Consecutive	Sep	Code	Strand1	Strand2	GNScore	GNWithin	GNAll	GNMinus	CAI	CAI.Alm	CBI	COG	COGanno	COGfun	Annotation	nCAI	nCAI.Alm	nCBI	nCOG	nCOGanno	nCOGfun	nAnnotation	MI	HK	CAIdsqr	CAIdxdy	CAIlogpratio	CAIdxdyR	CAIdsqrR	COGsim	N1	N2	forward	forwardplus	sumBias	same	bbfGNScore	bbfGNMinus	bbfGNWithin	bbfGNAll	bbfHK	bbfMI	bbfCAIdxdyR	bbfCAIdsqrR	COGsimClass	cfCOG	pSame	groupIndexD	pSameD	pOpLogistic	pOpDistance	pOp1	bOp1	pCAI	pOp	bOp	pOp2	pSame	pOpLogisticLike	pOpLogisticM
182710	212	276893	276894	1	  379	Same	+	+	  1.0745147	 7.60015639	  9.6515865	  7.34818276	1.787871	3.040424	0.9644810	2813	16S RNA G1207 methylase RsmC	J	hypothetical protein	1.626905	2.763834	0.9505483	85	DNA-directed RNA polymerase, beta subunit/140 kD subunit	K	DNA-directed RNA polymerase beta subunit	 4.795644e-02	20	2.590985e-02	-3.994904e-04	-1.571185e-02	 7.285542e-02	5.099127e-01	0	20	26	 TRUE	 TRUE	 94	TRUE	1.889939	2.3563229	3.1447214	2.3124306	1.9796382	1.4501387	1.2293886	1.0957286	N	1.1486227	0.9189165	37.45384615	0.13118407	0.8799868	0.1565693	0.52542191	 TRUE	0.4991480	0.52457200	 TRUE	0.28913493	0.9189165	0.7299460	0.8212675
182710	212	276894	276895	1	  111	Same	+	+	 23.6735348	 7.60015639	 55.2000904	 55.20009045	1.626905	2.763834	0.9505483	85	DNA-directed RNA polymerase, beta subunit/140 kD subunit	K	DNA-directed RNA polymerase beta subunit	1.588493	2.715225	0.9495310	86	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	K	DNA-directed RNA polymerase beta' subunit	 4.797313e-02	26	1.475519e-03	 1.032078e-04	 3.298057e-02	-1.750910e-02	8.060993e-02	K	26	45	 TRUE	 TRUE	 95	TRUE	4.102047	3.7856374	3.1447214	4.2791751	2.1589600	1.4513031	1.2012363	1.2193368	Y	2.8103291	0.9925075	25.03846154	0.29288453	0.9897325	0.3374084	0.97556591	 TRUE	0.5197859	0.97738403	 TRUE	0.78775414	0.9925075	0.8922249	0.9817214
182710	212	276895	276896	1	  379	Same	+	+	 26.3477395	 7.60015639	 53.2585098	 41.67348149	1.588493	2.715225	0.9495310	86	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	K	DNA-directed RNA polymerase beta' subunit	1.747647	3.071266	0.9367471	48	Ribosomal protein S12	J	30S ribosomal protein S12	 3.963618e-02	45	2.532994e-02	-4.839196e-03	 7.259661e-03	-1.359302e-01	8.033812e-01	0	45	61	 TRUE	 TRUE	 96	TRUE	4.139369	3.6352670	3.1447214	4.2468309	2.4715234	1.3167020	1.0420908	0.9823868	N	1.1486227	0.9819400	37.45384615	0.13118407	0.9749847	0.1565693	0.85475629	 TRUE	0.4929664	0.85122824	 TRUE	0.49237578	0.9819400	0.8685464	0.9566060
182710	212	276896	276897	1	   39	Same	+	+	100.7876726	 7.60015639	233.2879499	233.28794990	1.747647	3.071266	0.9367471	48	Ribosomal protein S12	J	30S ribosomal protein S12	1.472344	2.506509	0.8828526	49	Ribosomal protein S7	J	30S ribosomal protein S7	 3.184537e-01	60	7.579135e-02	-1.857027e-02	-1.157159e-01	-5.840784e-01	2.352688e+00	J	61	60	 TRUE	 TRUE	 97	TRUE	4.560611	4.3286692	3.1447214	5.2237194	2.6499307	2.8608342	0.6310049	0.6480671	Y	2.8103291	0.9952262	17.73846154	0.58245893	0.9934760	0.6316790	0.99531457	 TRUE	0.4064085	0.99317130	 TRUE	0.89406271	0.9952262	0.8983373	0.9883078
182710	212	276897	276898	1	   39	Same	+	+	 97.7919404	 7.60015639	224.2875079	222.76221606	1.472344	2.506509	0.8828526	49	Ribosomal protein S7	J	30S ribosomal protein S7	1.546225	2.650405	0.8555137	480	Translation elongation factors (GTPases)	J	translation elongation factor EF-G	 4.666126e-02	60	5.458413e-03	 1.306944e-02	 1.144705e-01	 4.094007e-01	1.143719e-01	J	60	72	 TRUE	 TRUE	 98	TRUE	4.547962	4.3076877	3.1447214	5.1928188	2.6499307	1.4339805	1.1855941	1.2105256	Y	2.8103291	0.9951527	17.73846154	0.58245893	0.9933751	0.6316790	0.99524194	 TRUE	0.5156217	0.99552896	 TRUE	0.92906789	0.9951527	0.8981719	0.9881291
182710	212	276898	276899	1	  110	Same	+	+	 69.8411065	 7.60015639	129.9726466	117.87415358	1.546225	2.650405	0.8555137	480	Translation elongation factors (GTPases)	J	translation elongation factor EF-G	1.501893	2.609317	0.7664843	50	GTPases - translation elongation factors	J	elongation factor EF-Tu	 5.285113e-02	72	1.965354e-03	 1.061094e-02	 1.377556e-01	 3.502916e-01	4.762144e-02	J	72	73	 TRUE	 TRUE	 99	TRUE	4.483802	4.0941874	3.1447214	4.8492763	2.6884709	1.5236801	1.1974607	1.2281537	Y	2.8103291	0.9944909	24.93846154	0.29526189	0.9924656	0.3399734	0.98220266	 TRUE	0.5155601	0.98325895	 TRUE	0.79465244	0.9944909	0.8966833	0.9865214
182710	212	276899	276900	1	  463	Same	+	+	 65.5195450	 1.85096250	113.2179403	100.10515074	1.501893	2.609317	0.7664843	50	GTPases - translation elongation factors	J	elongation factor EF-Tu	1.578462	2.677194	0.9172684	51	Ribosomal protein S10	J	30S ribosomal protein S10	 3.777386e-02	69	5.862851e-03	 6.499652e-03	 6.365794e-02	 1.866191e-01	2.011014e-01	J	73	69	 TRUE	 TRUE	100	TRUE	4.468181	4.0367200	1.8126533	4.7615122	2.6852439	1.2853565	1.2271431	1.1906283	Y	2.8103291	0.9928576	38.46923077	0.11627348	0.9902156	0.1392358	0.93014606	 TRUE	0.5207873	0.93536207	 TRUE	0.54410284	0.9928576	0.8930113	0.9825665
182710	212	276900	276901	1	   29	Same	+	+	 86.8196634	 7.60015639	199.1580722	197.17636690	1.578462	2.677194	0.9172684	51	Ribosomal protein S10	J	30S ribosomal protein S10	1.550877	2.650707	0.8919615	87	Ribosomal protein L3	J	50S ribosomal protein L3	 2.724247e-05	60	7.609514e-04	 4.003223e-03	 7.030586e-02	 1.221384e-01	4.112752e-02	J	69	60	 TRUE	 TRUE	101	TRUE	4.525039	4.2693668	3.1447214	5.1191636	2.6499307	0.7369306	1.2319107	1.2294152	Y	2.8103291	0.9950159	15.92307692	0.65134370	0.9931872	0.6966724	0.99634160	 TRUE	0.5138253	0.99653779	 TRUE	0.94552413	0.9950159	0.8978642	0.9877965
182710	212	276901	276902	1	   27	Same	+	+	 99.5030319	 7.60015639	227.8197335	227.81973350	1.550877	2.650707	0.8919615	87	Ribosomal protein L3	J	50S ribosomal protein L3	1.565375	2.768536	0.9241058	88	Ribosomal protein L4	J	50S ribosomal protein L4	 3.124369e-01	58	2.102062e-04	 5.031191e-03	 6.998216e-02	 1.697179e-01	1.010883e-02	J	60	58	 TRUE	 TRUE	102	TRUE	4.558086	4.3181715	3.1447214	5.2051641	2.6339917	2.8461114	1.2291991	1.2329879	Y	2.8103291	0.9951974	15.42307692	0.66847601	0.9934364	0.7125602	0.99673404	 TRUE	0.5130943	0.99690022	 TRUE	0.94939932	0.9951974	0.8982724	0.9882377
182710	212	276902	276903	1	    0	Same	+	+	 82.5652660	 7.60015639	160.1966245	160.19662445	1.565375	2.768536	0.9241058	88	Ribosomal protein L4	J	50S ribosomal protein L4	1.480511	2.421719	0.8925448	89	Ribosomal protein L23	J	50S ribosomal protein L23	 2.000208e-01	51	7.202007e-03	 9.538222e-03	 1.428009e-01	 2.930734e-01	1.924856e-01	J	58	51	 TRUE	 TRUE	103	TRUE	4.510933	4.2087917	3.1447214	5.0009919	2.5501955	2.5950463	1.2093597	1.1933133	Y	2.8103291	0.9948406	 5.33076923	0.93123610	0.9929463	0.9433414	0.99947572	 TRUE	0.5132860	0.99950285	 TRUE	0.99206427	0.9948406	0.8974698	0.9873705
182710	212	276903	276904	1	   32	Same	+	+	 82.5652660	 7.60015639	160.1966245	160.19662445	1.480511	2.421719	0.8925448	89	Ribosomal protein L23	J	50S ribosomal protein L23	1.484507	2.604651	0.8710488	90	Ribosomal protein L2	J	50S ribosomal protein L2	 6.512741e-02	51	1.596721e-05	 2.158085e-02	 2.164855e-01	 6.327356e-01	2.558538e-04	J	51	65	 TRUE	 TRUE	104	TRUE	4.510933	4.2087917	3.1447214	5.0009919	2.5501955	1.6900363	1.1426600	1.2209847	Y	2.8103291	0.9948406	16.66153846	0.62386610	0.9929463	0.6709625	0.99573532	 TRUE	0.5109440	0.99591727	 TRUE	0.93814990	0.9948406	0.8974698	0.9873705
182710	212	276904	276905	1	   59	Same	+	+	102.5192427	 7.60015639	223.5445152	223.54451518	1.484507	2.604651	0.8710488	90	Ribosomal protein L2	J	50S ribosomal protein L2	1.561349	2.634954	0.9694539	185	Ribosomal protein S19	J	30S ribosomal protein S19	 2.015402e-01	56	5.904677e-03	 9.865850e-03	 8.868930e-02	 3.142309e-01	1.509015e-01	J	65	56	 TRUE	 TRUE	105	TRUE	4.563133	4.3111808	3.1447214	5.1866536	2.6160133	2.5990068	1.2056408	1.2026767	Y	2.8103291	0.9951918	19.77692308	0.48495547	0.9934288	0.5365235	0.99302394	 TRUE	0.5130947	0.99337765	 TRUE	0.89754441	0.9951918	0.8982600	0.9882242
182710	212	276905	276906	1	   19	Same	+	+	 96.0577746	 7.60015639	208.4933471	208.49334713	1.561349	2.634954	0.9694539	185	Ribosomal protein S19	J	30S ribosomal protein S19	1.613059	2.843563	1.0116192	91	Ribosomal protein L22	J	50S ribosomal protein L22	 8.874721e-02	56	2.673982e-03	 1.114260e-03	 3.185385e-02	 3.761197e-03	1.517905e-01	J	56	60	 TRUE	 TRUE	106	TRUE	4.542885	4.2937311	3.1447214	5.1620424	2.6160133	1.9621158	1.2235015	1.2023830	Y	2.8103291	0.9951101	12.78461538	0.71132522	0.9933166	0.7518269	0.99727689	 TRUE	0.5191278	0.99747705	 TRUE	0.95908201	0.9951101	0.8980762	0.9880256
182710	212	276906	276907	1	    4	Same	+	+	 95.7124988	 7.60015639	216.5785538	216.57855376	1.613059	2.843563	1.0116192	91	Ribosomal protein L22	J	50S ribosomal protein L22	1.464867	2.541731	0.8996592	92	Ribosomal protein S3	J	30S ribosomal protein S3	 6.183039e-02	60	2.196101e-02	 2.693419e-03	 9.727812e-02	 8.031247e-03	7.100024e-01	J	60	60	 TRUE	 TRUE	107	TRUE	4.537798	4.3007063	3.1447214	5.1743380	2.6499307	1.6563360	1.2234306	1.0122683	Y	2.8103291	0.9951156	 7.23076923	0.89785573	0.9933242	0.9153029	0.99923601	 TRUE	0.4894067	0.99920296	 TRUE	0.98671057	0.9951156	0.8980886	0.9880389
182710	212	276907	276908	1	   19	Same	+	+	 98.7082311	 7.60015639	228.1639859	228.16398592	1.464867	2.541731	0.8996592	92	Ribosomal protein S3	J	30S ribosomal protein S3	1.371486	2.406276	0.8745900	197	Ribosomal protein L16/L10E	J	50S ribosomal protein L16	 1.732671e-01	60	8.720020e-03	 4.244673e-02	 4.665533e-01	 8.330593e-01	1.579505e-02	J	60	60	 TRUE	 TRUE	108	TRUE	4.551763	4.3216692	3.1447214	5.2113443	2.6499307	2.5167373	1.1182715	1.2334688	Y	2.8103291	0.9951924	12.78461538	0.71132522	0.9934295	0.7518269	0.99732308	 TRUE	0.5071755	0.99739863	 TRUE	0.95724547	0.9951924	0.8982612	0.9882255
182710	212	276908	276909	1	  -10	Same	+	+	 79.9825831	 7.60015639	185.3895201	185.38952008	1.371486	2.406276	0.8745900	197	Ribosomal protein L16/L10E	J	50S ribosomal protein L16	1.610265	2.707014	0.9925250	255	Ribosomal protein L29	J	50S ribosomal protein L29	 1.154736e-01	46	5.701574e-02	 4.942465e-03	-3.684848e-02	 2.988178e-02	8.971082e-01	J	60	46	 TRUE	 TRUE	109	TRUE	4.501918	4.2554787	3.1447214	5.0947703	2.4907514	2.1925318	1.2215314	0.9531534	Y	2.8103291	0.9949336	 1.63846154	0.96064996	0.9930740	0.9677565	0.99971440	 TRUE	0.4923561	0.99970554	 TRUE	0.99520909	0.9949336	0.8976790	0.9875964
182710	212	276909	276910	1	   26	Same	+	+	 74.1629688	 7.60015639	163.8926322	163.89263220	1.610265	2.707014	0.9925250	255	Ribosomal protein L29	J	50S ribosomal protein L29	1.408605	2.357065	0.8806394	186	Ribosomal protein S17	J	30S ribosomal protein S17	 9.366446e-02	46	4.066701e-02	 4.231218e-03	 1.464636e-01	 2.899135e-02	8.427670e-01	J	46	55	 TRUE	 TRUE	110	TRUE	4.488990	4.2277777	3.1447214	5.0280960	2.4907514	1.9965648	1.2214792	0.9685721	Y	2.8103291	0.9948386	15.14615385	0.67723803	0.9929436	0.7206440	0.99662455	 TRUE	0.4908986	0.99649983	 TRUE	0.94654977	0.9948386	0.8974654	0.9873657
182710	212	276910	276911	1	   44	Same	+	+	 94.5185332	 7.60015639	208.4237662	208.42376619	1.408605	2.357065	0.8806394	186	Ribosomal protein S17	J	30S ribosomal protein S17	1.336901	2.384936	0.8511660	93	Ribosomal protein L14	J	50S ribosomal protein L14	 3.075273e-02	55	5.141412e-03	 6.459602e-02	 6.562726e-01	 9.399158e-01	1.787060e-03	J	55	70	 TRUE	 TRUE	111	TRUE	4.535251	4.2902458	3.1447214	5.1559020	2.5981269	1.1723759	1.1082845	1.2274288	Y	2.8103291	0.9950862	18.25384615	0.56014969	0.9932837	0.6102398	0.99471847	 TRUE	0.5050935	0.99482444	 TRUE	0.91964877	0.9950862	0.8980222	0.9879673
182710	212	276911	276912	1	   35	Same	+	+	 90.8116784	 7.60015639	205.5787881	205.57878807	1.336901	2.384936	0.8511660	93	Ribosomal protein L14	J	50S ribosomal protein L14	1.496121	2.517477	0.9161883	198	Ribosomal protein L24	J	50S ribosomal protein L24	 7.814273e-02	55	2.535099e-02	 3.899527e-02	 2.588532e-01	 7.316117e-01	6.375589e-02	J	70	55	 TRUE	 TRUE	112	TRUE	4.528873	4.2815394	3.1447214	5.1405726	2.5981269	1.8486268	1.1306483	1.2237236	Y	2.8103291	0.9950525	17.27692308	0.60013911	0.9932375	0.6485327	0.99548407	 TRUE	0.5102829	0.99566529	 TRUE	0.93225125	0.9950525	0.8979466	0.9878855
182710	212	276912	276913	1	   27	Same	+	+	 90.8116784	 7.60015639	205.5787881	205.57878807	1.496121	2.517477	0.9161883	198	Ribosomal protein L24	J	50S ribosomal protein L24	1.561759	2.665570	0.8612263	94	Ribosomal protein L5	J	50S ribosomal protein L5	 2.742637e-01	55	4.308301e-03	 9.020508e-03	 8.653586e-02	 2.916745e-01	1.178758e-01	J	55	62	 TRUE	 TRUE	113	TRUE	4.528873	4.2815394	3.1447214	5.1405726	2.5981269	2.7949347	1.2098201	1.2097220	Y	2.8103291	0.9950525	15.42307692	0.66847601	0.9932375	0.7125602	0.99663472	 TRUE	0.5130896	0.99680588	 TRUE	0.94922708	0.9950525	0.8979466	0.9878855
182710	212	276913	276914	1	   30	Same	+	+	 38.5647134	 7.60015639	 70.1508814	 70.15088145	1.561759	2.665570	0.8612263	94	Ribosomal protein L5	J	50S ribosomal protein L5	1.534908	2.494087	0.9270148	199	Ribosomal protein S14	J	30S ribosomal protein S14	 9.483365e-02	30	7.209385e-04	 6.395849e-03	 9.256646e-02	 2.196868e-01	2.595219e-02	J	62	30	 TRUE	 TRUE	114	TRUE	4.286879	3.9116264	3.1447214	4.4963393	2.2404899	2.0124011	1.2225881	1.2322743	Y	2.8103291	0.9934719	16.15384615	0.64297540	0.9910628	0.6888723	0.99501763	 TRUE	0.5134317	0.99527709	 TRUE	0.94150030	0.9934719	0.8943921	0.9840518
182710	212	276914	276915	1	   30	Same	+	+	 38.5647134	 7.60015639	 70.1508814	 70.15088145	1.534908	2.494087	0.9270148	199	Ribosomal protein S14	J	30S ribosomal protein S14	1.622348	2.778920	0.9709694	96	Ribosomal protein S8	J	30S ribosomal protein S8	 1.430590e-02	30	7.645724e-03	 6.690354e-04	 2.047906e-02	-3.574080e-02	3.848889e-01	J	30	72	 TRUE	 TRUE	115	TRUE	4.286879	3.9116264	3.1447214	4.4963393	2.2404899	0.9346162	1.1730965	1.1562047	Y	2.8103291	0.9934719	16.15384615	0.64297540	0.9910628	0.6888723	0.99501763	 TRUE	0.5002276	0.99502214	 TRUE	0.93852182	0.9934719	0.8943921	0.9840518
182710	212	276915	276916	1	   32	Same	+	+	115.1093259	 7.60015639	253.0902421	253.09024206	1.622348	2.778920	0.9709694	96	Ribosomal protein S8	J	30S ribosomal protein S8	1.471684	2.494142	0.8411125	97	Ribosomal protein L6P/L9E	J	50S ribosomal protein L6	 7.264158e-02	68	2.269979e-02	 1.116563e-03	 8.018520e-02	-5.365709e-02	8.085097e-01	J	72	68	 TRUE	 TRUE	116	TRUE	4.570685	4.3391808	3.1447214	5.2423195	2.6820196	1.7833805	1.1558530	0.9802400	Y	2.8103291	0.9952702	16.66153846	0.62386610	0.9935364	0.6709625	0.99609299	 TRUE	0.4922320	0.99597017	 TRUE	0.93431140	0.9952702	0.8984362	0.9884147
182710	212	276916	276917	1	   31	Same	+	+	 97.4918358	 7.60015639	213.4407815	213.44078148	1.471684	2.494142	0.8411125	97	Ribosomal protein L6P/L9E	J	50S ribosomal protein L6	1.599963	2.776054	0.9713553	256	Ribosomal protein L18	J	50S ribosomal protein L18	 1.163034e-01	54	1.645560e-02	 4.647657e-03	 3.030903e-02	 9.419800e-02	5.213987e-01	J	68	54	 TRUE	 TRUE	117	TRUE	4.545425	4.2972179	3.1447214	5.1681877	2.5876488	2.1968386	1.2313847	1.0903223	Y	2.8103291	0.9951235	16.39230769	0.63409717	0.9933349	0.6805684	0.99614305	 TRUE	0.4996795	0.99613813	 TRUE	0.93848054	0.9951235	0.8981061	0.9880579
182710	212	276917	276918	1	   24	Same	+	+	 78.7077283	 7.60015639	171.8654175	171.86541751	1.599963	2.776054	0.9713553	256	Ribosomal protein L18	J	50S ribosomal protein L18	1.426070	2.544023	0.8494068	98	Ribosomal protein S5	J	30S ribosomal protein S5	 2.160291e-01	41	3.023877e-02	 5.991594e-03	 1.488036e-01	 1.045749e-01	6.626825e-01	J	54	41	 TRUE	 TRUE	118	TRUE	4.499337	4.2346935	3.1447214	5.0583286	2.4215127	2.6528830	1.2317636	1.0317866	Y	2.8103291	0.9948780	14.48461538	0.69110984	0.9929977	0.7333847	0.99685819	 TRUE	0.4938103	0.99677968	 TRUE	0.95030558	0.9948780	0.8975540	0.9874614
182710	212	276918	276919	1	   14	Same	+	+	 56.7529474	 7.60015639	128.5284346	128.52843459	1.426070	2.544023	0.8494068	98	Ribosomal protein S5	J	30S ribosomal protein S5	1.893905	3.426892	1.1209039	1841	Ribosomal protein L30/L7E	J	50S ribosomal protein L30	 1.452992e-01	35	2.188697e-01	-5.378344e-02	-3.946804e-01	-8.532785e-01	3.413153e+00	J	41	35	 TRUE	 TRUE	119	TRUE	4.410193	4.1179862	3.1447214	4.8375112	2.3413863	2.4044849	0.5499966	0.5809971	Y	2.8103291	0.9943792	10.07692308	0.78484850	0.9923119	0.8176787	0.99788062	 TRUE	0.3838579	0.99660248	 TRUE	0.95162267	0.9943792	0.8964320	0.9862502
182710	212	276919	276920	1	   32	Same	+	+	 61.9401736	 7.60015639	115.1183854	115.11838542	1.893905	3.426892	1.1209039	1841	Ribosomal protein L30/L7E	J	50S ribosomal protein L30	1.602761	2.830789	0.9999454	200	Ribosomal protein L15	J	50S ribosomal protein L15	 9.442128e-02	35	8.476490e-02	-7.052459e-03	-1.470423e-01	-8.703703e-02	1.030506e+00	J	35	56	 TRUE	 TRUE	120	TRUE	4.449851	4.0806235	3.1447214	4.7848092	2.3413863	2.0084316	1.1116602	0.9054711	Y	2.8103291	0.9943750	16.66153846	0.62386610	0.9923061	0.6709625	0.99534707	 TRUE	0.4876037	0.99511165	 TRUE	0.93178817	0.9943750	0.8964225	0.9862400
182710	212	276920	276921	1	    2	Same	+	+	 92.9217569	 6.10504466	180.6077518	179.59179999	1.602761	2.830789	0.9999454	200	Ribosomal protein L15	J	50S ribosomal protein L15	1.751679	3.086674	1.0409378	201	Preprotein translocase subunit SecY	U	preprotein translocase subunit	 1.754427e-01	56	2.217659e-02	-3.259927e-03	 2.429909e-02	-6.786350e-02	6.598952e-01	0	56	66	 TRUE	 TRUE	121	TRUE	4.532702	4.2520106	2.6332360	5.0765272	2.6160133	2.5283727	1.1372813	1.0328266	N	1.1486227	0.9874953	 6.36923077	0.91518638	0.9827769	0.9299044	0.99837853	 TRUE	0.4891991	0.99830705	 TRUE	0.98709544	0.9874953	0.8809780	0.9697138
182710	212	276921	276922	1	   32	Same	+	+	 57.5910420	 6.10504466	110.8773982	102.34487489	1.751679	3.086674	1.0409378	201	Preprotein translocase subunit SecY	U	preprotein translocase subunit	1.661951	2.729995	0.9470823	563	Adenylate kinase and related kinases	F	adenylate kinase	 1.202849e-01	63	8.051201e-03	 3.976148e-03	 4.117969e-02	 2.322941e-01	1.553724e-01	0	66	63	 TRUE	 TRUE	122	TRUE	4.423469	4.0434565	2.6332360	4.7440903	2.6691505	2.2211084	1.2208610	1.2017604	N	1.1486227	0.9855641	16.66153846	0.62386610	0.9800780	0.6709625	0.98789312	 TRUE	0.5139610	0.98854331	 TRUE	0.92573536	0.9855641	0.8766524	0.9651334
182710	212	276922	276923	1	  592	Same	+	+	 39.3698761	 7.60015639	 66.0327509	 56.94605243	1.661951	2.729995	0.9470823	563	Adenylate kinase and related kinases	F	adenylate kinase	1.538143	2.643629	0.9847262	361	Translation initiation factor 1 (IF-1)	J	translation initiation factor IF-1	 1.569380e-01	53	1.532836e-02	-2.968915e-03	 1.533418e-02	-1.727647e-01	7.352536e-01	0	63	53	 TRUE	 TRUE	123	TRUE	4.296520	3.8116106	3.1447214	4.4268185	2.5792895	2.4487182	0.9905806	1.0048687	N	1.1486227	0.9844285	39.40769231	0.10186208	0.9784861	0.1223724	0.83761713	 TRUE	0.4929867	0.83376501	 TRUE	0.43365516	0.9844285	0.8741109	0.9624519
182710	212	276923	276924	1	   32	Same	+	+	 44.3580385	 7.60015639	 77.8031054	 73.69634624	1.538143	2.643629	0.9847262	361	Translation initiation factor 1 (IF-1)	J	translation initiation factor IF-1	1.713392	2.670977	1.0433074	-	-	-	50S ribosomal protein L36	 1.449589e-01	37	3.071226e-02	-7.664676e-03	-3.997336e-02	-3.118304e-01	1.249849e+00		53	37	 TRUE	 TRUE	124	TRUE	4.340269	3.9497415	3.1447214	4.5949184	2.3675059	2.3988846	0.8315083	0.8452073	U	0.9145799	0.9839074	16.66153846	0.62386610	0.9777544	0.6709625	0.98646842	 TRUE	0.4645744	0.98443687	 TRUE	0.90815426	0.9839074	0.8729451	0.9612244
182710	212	276924	276925	1	   24	Same	+	+	 63.3902225	 7.60015639	137.8693055	137.86930549	1.713392	2.670977	1.0433074	-	-	-	50S ribosomal protein L36	1.479059	2.561480	0.8919734	99	Ribosomal protein S13	J	30S ribosomal protein S13	 3.901266e-02	37	5.491218e-02	-1.262572e-02	-5.558022e-02	-4.720000e-01	1.938148e+00		37	70	 TRUE	 TRUE	125	TRUE	4.457721	4.1589671	3.1447214	4.9143323	2.3675059	1.3096454	0.6910951	0.7033319	U	0.9145799	0.9861097	14.48461538	0.69110984	0.9808416	0.7333847	0.99134549	 TRUE	0.4252816	0.98833990	 TRUE	0.92248752	0.9861097	0.8778741	0.9664249
182710	212	276925	276926	1	   22	Same	+	+	109.0409003	 7.60015639	246.4985683	246.09310322	1.479059	2.561480	0.8919734	99	Ribosomal protein S13	J	30S ribosomal protein S13	1.327032	2.422512	0.9146999	100	Ribosomal protein S11	J	30S ribosomal protein S11	 9.711641e-03	69	2.311204e-02	 4.547046e-02	 5.416576e-01	 8.039003e-01	3.489565e-02	J	70	69	 TRUE	 TRUE	126	TRUE	4.568171	4.3356754	3.1447214	5.2361145	2.6852439	0.8916239	1.1219620	1.2308132	Y	2.8103291	0.9952573	13.78461538	0.69799090	0.9935186	0.7396788	0.99718527	 TRUE	0.5082646	0.99727656	 TRUE	0.95480241	0.9952573	0.8984072	0.9883833
182710	212	276926	276927	1	  208	Same	+	+	 98.7082311	 7.60015639	231.2085084	231.20850836	1.327032	2.422512	0.9146999	100	Ribosomal protein S11	J	30S ribosomal protein S11	1.562525	2.658315	0.9222319	202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	K	DNA-directed RNA polymerase alpha subunit	 3.050643e-02	60	5.545699e-02	 2.023062e-02	 6.270757e-02	 3.839057e-01	3.708431e-01	0	69	60	 TRUE	 TRUE	127	TRUE	4.551763	4.3251684	3.1447214	5.2175294	2.6499307	1.1684604	1.1902497	1.1611003	N	1.1486227	0.9890044	31.73076923	0.19270105	0.9848786	0.2268817	0.93956519	 TRUE	0.5257114	0.94515244	 TRUE	0.66924618	0.9890044	0.8843613	0.9733109
182710	212	276927	276928	1	   46	Same	+	+	 83.7781719	 7.60015639	201.4055484	201.40554840	1.562525	2.658315	0.9222319	202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	K	DNA-directed RNA polymerase alpha subunit	1.591522	2.673503	0.9493574	203	Ribosomal protein L17	J	50S ribosomal protein L17	 2.323904e-01	47	8.408443e-04	 2.535838e-03	 4.650779e-02	 6.646430e-02	4.564771e-02	0	60	47	 TRUE	 TRUE	128	TRUE	4.514787	4.2763202	3.1447214	5.1313899	2.5101011	2.6790906	1.2286368	1.2285027	N	1.1486227	0.9885725	18.53846154	0.54657406	0.9842777	0.5970982	0.98692209	 TRUE	0.5250417	0.98815481	 TRUE	0.90986984	0.9885725	0.8833927	0.9722798
182710	212	276928	276929	1	  521	Same	+	+	  8.4197448	 7.60015639	 22.6630784	 19.03742871	1.591522	2.673503	0.9493574	203	Ribosomal protein L17	J	50S ribosomal protein L17	1.635038	2.757098	0.9327353	1122	ABC-type cobalt transport system, ATPase component	P	ABC transporter ATP-binding protein	 3.678800e-02	35	1.893591e-03	-2.126916e-04	 2.512558e-02	-2.454899e-02	9.907840e-02	0	47	35	 TRUE	 TRUE	129	TRUE	3.357044	3.0735667	3.1447214	3.2448509	2.3413863	1.2703073	1.1899922	1.2145786	N	1.1486227	0.9675493	38.96923077	0.10859732	0.9543833	0.1302672	0.71821851	 TRUE	0.5194615	0.73370988	 TRUE	0.40256163	0.9675493	0.8365065	0.9235993
182710	212	276929	276930	1	  -24	Same	+	+	 23.4424230	 7.60015639	 55.1025101	 55.05121682	1.635038	2.757098	0.9327353	1122	ABC-type cobalt transport system, ATPase component	P	ABC transporter ATP-binding protein	1.841616	3.067173	1.0014547	1122	ABC-type cobalt transport system, ATPase component	P	ABC transporter ATP-binding protein	 1.392418e-01	29	4.267449e-02	 1.190660e-03	 1.141899e-01	 1.251876e-01	5.413866e-01	P	35	29	 TRUE	 TRUE	130	TRUE	4.096279	3.7823984	3.1447214	4.2737727	2.2211888	2.3599821	1.2318829	1.0811949	Y	2.8103291	0.9924777	 0.53846154	0.96396171	0.9896914	0.9704885	0.99961074	 TRUE	0.5006469	0.99961175	 TRUE	0.99551281	0.9924777	0.8921579	0.9816495
